"268","187","Gudstjänst i nyländska skärgården","","","På en gräsbevuxen strand med några stora, gråbruna stenar i förgrunden till höger samt några tallstammar och ett notskjul i mittplanet till höger står till vänster en gammal präst i svart kåpa vid ett improviserat altare i vitt, predikande för ett 20-tal fiskare, bondkvinnor och barn, som sitta i halvkrets till höger. Prästens gestalt avtecknar sig i skarp silhuett mot bakgrunden av Haiko fjärd, som skiftar i ljusblått, rosa och lila. Kvinnorna i förgrunden i rosa dräkter, huvudsakligen ljusblått och ljusrött, männen, som sitta längre bort, ha mörka kläder i svart eller blått. Rumsdjupet framhäves av några båtmaster, som synas bakom notskjulet. Gråväder med svaga skuggor; mellan de ljusa, rosaskiftande molnen enstaka blå fläckar. 122 x 178. Signerad: A. Edelfelt 1881. Målad i det fria på Nynäs udde, Haiko, juli-september 1881. På Paris-Salongen 1882 belönad med II klassens guldmedalj.Inköpt i maj 1882 för 3,000 franc av Franska staten för Luxembourg-museet. Efter 1913 överförd till museet i Lille.","Redan då Edelfelt stod i beråd att ställa ut ""Ett barns likfärd"" (H128)på Salongen i Paris våren 1880, funderade han på ett motiv med kvinnor i olika åldrar. Då tänkte han sig ännu ett historiskt motiv från Vasatiden. Vintern 1880-1881 skrev Edelfelt om att han ville måla något ""större"", ""soligt och glatt"" från Haiko. Efter resan till Spanien våren 1881 skrev Edelfelt att han ville måla ""något dugligt och allvarsamt"" i den karga finländska naturen.","","","8456;8528;8584;9368;9438;9463;9478;9557;9603;9627;9636;9645;9647;9660;9664;9692;9698;9713;9723;9750;9776;9793;9918;11639","8935;9148;9191;9740;10141"
"281","274","Vid pianot","","","Ateljéinteriör med en ljus, gråbrun avdelningsskärm i bakgrunden. I förgrunden sitter en ung, brunhårig modell – Thérèse Lainville – i ljusblå klänning spelande piano, knäfigur i profil åt vänster, medan en ung, svartklädd man – Axel Berndtson – med vänstra handen på hennes axel lutar sig fram för att vända notbladen. Fullt dagsljus från från vänster. 73 x 63. Signerad: A. Edelfelt 1884. Målad i Paris i april–juni 1884 samt retuscherad på Haiko juli–augusti samma år. Beställd av konsthandlaren Hodges i New York. På grund av den i Förenta Staterna 1883 införda, till 30% av värdet uppgående importtullen vägrade Hodges att erlägga det överenskomna priset 3,600 franc, varför Edelfelt behöll tavlan (Hbl. 29.VIII.1884 uppger felaktigt, att Hodges inköpt målningen på Edelfelts utställning i Köpenhamn augusti i 1884).Kompositionsutkast i skissbok A II 1604 i Ateneum.Inköpt i november 1884 till Göteborgs Konstmuseum.","I Edelfelts skissböcker förekommer flera skisser av kvinnor vid pianot. ","","","10922;10943;11191;11211","10941;10957;10961;10977;11064;11075"
"286","370","""Au Bois de Boulogne"" (Promenad i vagn i Champs-Elysées)","","","I en elegant, grålila vagn sitter en parisiska, knäfigur i fas åt höger, i röd klänning och svart hatt samt med ett uppspänt, rött parasoll i högra handen. Bredvid henne en liten, långhårig, vit hund. Bakom vagnen eleganta ekipager samt ett högt stenhus, omgivet av lummiga träd. Starkt solsken. Dagmått: 90,4 x 71,5. Signerad: A. Edelfelt 86 (årtalet halvt utplånat). Målad i Paris i februari - juni 1886 samt fullbordad på Haiko sommaren samma år. Beställd av friherre Herman Standertskjöld-Nordenstam för 2,000 mk.","Tanken om ""boulevardliv"" i Paris hade kommit upp i ett samtal mellan Edelfelt och gravören Charles Baude redan 1880. Edelfelt började fundera på Herman Standertskjöld-Nordenstams beställning i december 1885, så snart han anlänt till Paris efter sin årliga vistelse i Finland. Till en början övervägde Edelfelt olika motiv, bland annat gjorde han en skiss under en balettföreställning på Edenteatern i Paris.","Pastell på papper, uppfodrat på duk.","Edelfelts utställning i Helsingfors oktober - november 1886; minnesutställningen 1910 (katalog nummer 55)","11828;12149;12151;12161;12163;12164;12215;12601;12702;12743;12759;12787","8879;11824;11866;12760;12621"
"310","186","Porträtt av Ambassadsekreteraren , sedermera Minister Jean Baptiste Pasteur","","","En sittande medelålders man i högt uppknäppt, nedtill öppen rock samt ljusare väst och benkläder; i högra handen en brinnande cigarett. Helfigur (utan fötter) i fas åt höger. neutral fond. 87 x 53. Signerad: A. Edelfelt 1881. Målat i Paris i mars och juni 1881 på beställning av Louis Pasteur.En förstudie i svartkrita, 34,6 x 30,5 av J. B. Pasteur i en soffa, med en bok i famnen samt med antydda ateljédetaljer i fonden, i Gösta Stenmans handteckningssamling.","","","","9096;9113;9206;9382;9474;9503;11704;11191;11211",""
"320","167","Studie från trädgården i Generalife","","","Oljemålning, utförd omkring den 15 april 1881 (brev till B. O. Schauman, Granada 18 april 1881). Skänkt av Edelfelt åt familjen von Etter och förstörd vid Haiko gårds brand.","","","","9271;11191;11211",""
"326","171","Andalusisk danserska","","","Bröstbild i profil åt höger av en ung dansös med vit mantilj över svart hår. Dagmått: 28,7 x 21. Signerad: Seville avril - 81. à Paul Etter son ami Albert Edelfelt. Målad i slutet av april 1881.","","Akvarell","","11191;11211","9323;9467"
"329","173","Från San Telmo promenaden i Sevilla under påskveckan","","","Skisserad vy av en öppen, trädplanterad gata i starkt solsken med människovimmel i mittplanet samt en krenelerad mur med torn i bakgrunden. I förgrunden till vänster två unga kvinnor i röda och vita mantiljer samt två flickor i brokiga färger; figurernas fötter avskäras av nedre bildranden. Till höger inskrivet av Edelfelt: San Telmo Sevilla - recuerda della feria. 43 x 58. Målad i slutet av april 1881.","","","","9324;9341;11191;11211",""
"366","220","Porträtt av Fru Louise Reuterskiöld, f. friherrinna Nordenfalk (1858-1928)","","","Mot en enfärgad, gråbrun fondvägg står en ung, något fyllig dam med  mörkbrunt hår och ljusblå ögon, iklädd en Louis XV-dräkt av ljust siden, skiftande i rosa och grönt, med stor urrigning och korta ärmar, garnerade med breda, vita spetsar. Vid barmen en stor, svart sidenrosett med ett diamantspänne. Kring halsen ett band av spets. I handen en vit, hopfälld solfjäder. Knäfigur i fas åt höger, huvudet och blicken vända åt vänster. Dagmått: 132 x 80. Signerad: A. Edelfelt 1883. Målat i Paris i februari - mars 1883 på beställning (från juli 1882) av legatonssekreteraren L. Reuterskiöld (händerna och armarna retuscherade i Paris 1884).","","","","9831;9836;9851;9862;10088;10121;10126;10148;10173;10179;10190;10195;10200;10204;10205;10216;10218;10225;10240;10248;10249;10253;10258;10302;10309;10311;10324;10335;10339;10346;10362;10371;10377;10510;10541;10576;10636;10644;10664;10684;10702;10733;10734;10746;10771;10780;10781;10786;10797;10845;10855;10870;10872;10883;10919;10976;12403","10639"
"370","239","Porträtt av Fru Alexandra Edelfelt (1833-1901)","","","I en vitmålad, gustaviansk länstol sitter konstnärens 50-åriga mor i ett rum i villan på Haiko. Utsikt genom ett fönster till vänster mot en solbelyst, gräsbevuxen backe med träd längst i bakgrunden. Svart klänning, svart spetsmössa, mörkbrundt hår. I händerna en häftad bok. Halvfigur i fas åt vänster. 81 x 59. Signerad: A. Edelfelt 1883. Målat på Haiko i augusti - september 1882 samt bearbetet och signerat följande sommar.Testamenterat 1935 av Annie och Berta Edelfelt till Konstasmlingarna i Ateneum.","","","","8589;9898;9928;9957;10007;10226;10516;10639;10722;10816;10914;10915;10932;11174;15081;11191;11211","9897"
"372","214","Gumma med pärtkorg","","","På en solig, gräsbevuxen backe i sensommarfärger sitter en gammal gumma i ljusa kläder- familjen Edelfelts trotjänarinna Fredrika Snygg, ""Tajta"" - med en pärtkorg i famnen; halvfigur i halv fas åt vänster. I bakgrunden en rödmålad lada i ett skogsbryn. 82 x 60. Signerad: A. Edelfelt 1882. Målad på Haiko i augusti - september 1882.Inköpt 1883 för 1,500 mk av Finska Konstföreningen till Konstsamlingarna i Ateneum.","","","","9898;9920;9921;9921;9921;9928;9931;9947;9955;9988;10014;10226;10340;15081;11191;11211","9897"
"376","196","Klippor utanför Helsingfos, november","","","Utsikt från Brunnsparken en gråvädersdag med lätt snö. I förgrunden till vänster går ett strandparti snett över bildytan ; i mittplanet till vänster en hög, snöhöljd klippa, Harakka. Mörkgrått vatten och gråmulen himmel. Vid den ljusnande horisonten i blågrönt synes Gråhara fyr. 38 x 70. Signerad. A. Edelfelt. Målad på en timme i början av november 1880.","","","","9967;11191;11211",""
"377","333","I barnkammaren","","","Interiör från Edelfelts ateljé i Paris. På golvet, täckt av anatoliska bönemattor, kryper i förgrunden till vänster ett naket barn mot sin mor, som i ljus klänning ligger på knä på golvet till höger. bakom barnetsitter en ung bonne i mörk klänning, vit huva med mörkt band samt vitt förkläde. Till väntser ett badkar samt ett lågt bord med mat åt barnet. genom ett golvfönster till höger faller ett diffust ljus över modern. Förgrunden belyst framifrån, fonden i halvskugga. Stort breddformat. Signerad: A. Edelfelt -85. Målad i Paris under januari, februari och april 1883, februari och mars 1884, fullbordad i Paris i juni - juli 1885.Enligt beställning från 1881 förvärvad från Finska Konstutställningen i Helsingfors i augusti 1885 av kejsar Alexander III.","","","","10016;10083;10114;10120;10121;10125;10126;10139;10147;10174;10179;10183;10195;10216;10226;10249;10327;10353;10363;10398;10542;10681;10697;10701;10711;10718;10721;10725;10815;11662;11976;11635","10372"
"386","224","Porträtt av M:lle Foulc","","","Porträtt av en ung flicka. Oljemålning i litet format. Målat på bestälnning i Paris i slutet av mars och början av april 1883.","Tre år efter att Edelfelt målat porträttet, fick han ett anbud om att gifta sig med Mlle Foulc.","Olja","","10376;10377;10395;11478;12944",""
"390","242","På havet","Fürstenbergs tafla","","Gråvädersdag med frisk bris. I en tjärad, gråbrun skötbåt, avskuren av bildranden vid mellersta toften och sedd från styrbordssidan av fören, sitter vid rodret en fiskare i blå blus, gråbruna byxor och svart hatt med breda brätten. På mellersta toften sitter en barhuvad, blond flicka i gråbrun klänning och gråblått förkläde; med högra handen fattar hon kraftigt toftbrädet och stöder den vänstra mot relingen. Båten, seglande i medvind, kränger över åt höger och lyftes upp av en våg, så att rorsmannens gestalt framträder i brösthöjd över horisontlinjen, som endast längst till höger brytes av en klippa och en bergsudde. I båten strömmingsnotar. Grågrönt vatten. Kolorit i grått, gråbrunt, gråblått och grågrönt. 163 x 150. Signerad: A. Edelfelt 1883. Målad på Haiko i juli - september 1883 (delvis i ateljén, där en itusågad skötbåt för detta ändamål placerats) samt bearbetad i Paris i februari 1884.Kompositionen återgår på förstudier, som Edelfelt gjort 1880 på en fiskefärd. I Stockholms Dagblad omnämner Spada en av dessa studier, som han sett i Edelfelts ateljé, återgivande hälften av en skötbåt med två figurer i aktern.Flera kompositionsskisser och figurstudier, delvis daterade 1880, i skissböckerna A II 1517:10 och 22 i Ateneum.På Parissalongen 1884 förvärvad för 7,000 franc av Pontus Fürstenberg i Göteborg. Testamenterad av denne till Göteborgs Konstmuseum.","I skissboken A II 1517:26, där skisserna till ""Ett barns likfärd"" finns, ingår också en rad skisser av roende kvinnor. Möjligen har Edelfelt också tänkt sig en komposition med roende kvinnor, men förkastat den. Möjligen är de skisser till ett helt annat verk. Samtidigt förebådar kvinnorna i båten kompositionsmässigt verket ""På havet"", målat i Haiko sommaren 1883.Verket reproducerades 1893 i  Harper's magazine New Monthly Magazines februarinummer, sid. 341 (träsn.). Edelfelt skriver den 24 mars 1887 till Alexandra Edelfelt att Harper's Magazine har beställt teckningar och text för en illustrerad skildring av en resa i Finland. För femton teckningar skulle tidningen betala konstnären 3500 franc. Resan genomfördes sommaren 1887 och många av teckningarna som reproducerades i 1891 bygger på det arbete Edelfelt gjorde under resan. ","","","10509;10519;10523;10530;10537;10550;10572;10579;10586;10587;10599;10646;10663;10732;10873;10874;10875;10876;10877;10878;10879;10884;10913;10916;10934;11152;11218;11639;13607;14476;11191;11672;11211;11418;13504","10639"
"391","234","I sommarkväll II","","","Replik i mindre format av föregående, beställd i februari 1884 för 3000 franc av konsthandlaragenten Bulla för Knoedler i New York , målad i oktober 1884 i Finland. I Paris i april–maj 1885 på köparens begäran delvis omarbetad. Huvusakliga avvikelser: midsommarelden i bakgrunden och kvinnan med barnet på stranden längst till höger saknas. Signerad A. Edelfelt 1884.","","","","10519;11326;11404;11253","11431;11408"
"392","248","Sommar","","","I en solig trädgård med äppelträd sitter i förgrunden till vänster en ung dam i ljus klänning – Annie Edelfelt – betraktande två barn, som plockar blommor i gräset till höger. Längst till höger franskymtar den vitmålade, solbelysta villan på Haiko. Förgrunden i halvskugga. Kolorit i grönt. 49,5 x 58,5. Signerad A. Edelfelt - 83.","","","","10524;11191;11211","10700"
"406","273","Polsk rabbin","","","Bröstbild i helfas av en gammal, läsande jude med svart kalott, vitt hår, helskägg och mustascher. Boken ligger i förgrunden, avskuren av bildranden. 55 x 37,5. Signerad: A. E. 84. Målad i Paris i april - maj 1884.","","","","10922;10923;11191;11211","10941;10957;10977"
"407","275","Scherzando","","","Bröstbild i helfas av ung, leende dam – Thérèse Lainville – med svart hår, röd turban, mörkbruna ögon, lysande hy och röd dräkt mot purpurfärgad bakgrund. Yppig, något blottad barm. 54,5 x 46. Signerad A. Edelfelt 1884. Målad i Paris i maj–juni 1884.","","","","11181;11218;13974","10941;10957;10977;11064;11075"
"408","277","Vid fönstret","","","Interiör från Edelfelts ateljé i Paris. I förgrunden sitter en ung parisiska - Thérèse Lainville - lutad mot ett bord vid ett balkongfönster till vänster genom vilket, genom vilka några hustak synas. Rosafärgad hatt med svarta band, ljust, brungult hår, svart, åtsittande kappa, ljus, beigefärgad kjol med volanger, beigefärgade kraghandskar på händerna. Över knäet ett svart paraply. Knäfigur i profil åt vänster. På bordet en vinröd duk. Blågrön fondvägg. Pastell på papper, uppfodrat på duk. 72 x 66. Signerad: A. Edelfelt Paris 1884. Målad i Paris vårsommaren 1884.","","","","11191;11211","10941;10957;10977;11064;11075"
"413","","","","Illustration i brev","","Baronerna och löjtnanterna Rosenblad från Kalmar.","","","11093",""
"414","289","Lekande pojkar på stranden I","","","Strandbild från Haiko fjärd. På en sten i förgrunden sitter en pojke på huk, med en käpp manövrerande en tvåmastad barkbåt. Bredvid står en annan pojke iklädd endast skjorta och hållande en segelbåt i händerna. Längst till vänster i förgrunden går en pojke, sedd från ryggen, ut i vattnet. Solglittrande fjärd under blå himmel med lätta moln. Vid en skogbevuxen strand i bakgrunden till vänster en större ångbåt, två segelfartyg och en mindre pråm; längst till höger en udde. 89 x 106,5. Signerad: A. Edelfelt 1884. Målad på Haiko i augusti - oktober 1884.I Ateneum studier i svartkrita av gossarna samt kompositionsutkast A III 2028:308 och 311.Inköpt i juni 1885 för 5,000 franc från Galerie Georges Petit av greve Wladimir Scheremetjeff för kejsarinnan Dagmar. Förvärvad 1930 i Leningrad (från de upplösta samlingarna i Anitschkoffpalatset) av konsthandlaren W. Sjöberg, Helsingfors. Inköpt från denne för 85,000 mark till Konstsamlingarna i Ateneum, Helsingfors.","Edelfelt och hans danska konstnärsvän P.S. Krøyer sysselsatte sig båda vid den här tiden med motivet barn vid vattenbrynet. Kort före Edelfelt åkte för att fira sommaren i Haiko, där han målade ""Lekande pojkar på stocken"" och ""Lekande pojkar på stranden"", hade han tillbringat en tid i London tillsammans med Krøyer. Breven berättar inte om diskussion kring detta motiv, men det ter sig sannolikt att de två konstnärerna samtalade om motivet. Både Edelfelt och Krøyer sände sina ""Lekande pojkar på stranden"" till Stockholm, där det var meningen att de skulle ställas ut vårvintern 1885, men utställningen blev inte av. För Edelfelt blev verket ""Lekande pojkar på stranden"" både i Stockholm och Paris en källa till missnöje med det egna skapandet.","Olja","","11102;11103;11104;11108;11109;11114;11141;11197;11198;11200;11201;11263;11339;11405;11430;11457;11471;11471;11480;11490;11491;11496;11132;11133;11134;11142;11635;11908;11596;11722;16105",""
"415","317","Porträtt av kommerserådinnan Anna Sinebrychoff","","","Sittande, äldre dam med en tidning i famnen; mörkgrå sidenklänning med smal, vit spetskrage och vita spetsmanchetter samt en vit spetsmössa med svart band. Knäfigur vänd åt höger. På ett brunt rokokobord bakom henne en korg med röda tulpaner , skära hyacinter och vita konvaljer. I fonden längst till vänster mörkgröna bladväxter såsom bakgrund för huvudet, till höger blommor i ljusa färger. Rummet starkt solbelyst. dagmått: 121,5 x 94. Signerad: A. Edelfelt. 1885. Målat i Helsingfors i november 1884 - februari 1885 (enligt Helsingfors Dagblad 27.2.1885).Skadat vid rysk flygräd mot Helsingfors 1939; restaurerat av Hugo Backmansson 1940.","Edelfelt målade fyra porträtt av Anna Sinebrychoff. Det första (H308) 1884 för kommerserådinnans dotter Maria Sinebrychoff med make C. F. von Wahlberg; det andra (H317) nästan samtidigt för dottern Anna Sinebrychoff med make Emil Kjöllerfeldt; det tredje (H633) 1892 för sonen Paul Sinebrychoff och det fjärde (H634) nästan samtidigt för sonen Nicolai Sinebrychoff.","","Konstutst. i Stockholm till förmån för Högskolefonden april 1885; Finska konstutst. i Helsingfors aug.—okt. 1885, N:o 66.","11102;11108;11110;11111;11115;11141;11197;11198;11201;11593;11109;11132;11134;11142",""
"416","","","","Illustration i brev","","Liten schematisk teckning av obekväm sovkupé.","","","11148",""
"417","","","","Porträtt av Wilson","","","","","11177",""
"418","","","","Teckning av Berta Edelfelt","","Detta verk kan höra ihop med (H284) ""Porträtt av fröken Berta Edelfelt (1869-1934)"" och (H285) ""Porträttstudie av fröken Berta Edelfelt (1869-1934)"".","","","11199",""
"419","288","Lekande pojkar på stocken","","","Strandmotiv från Haiko. På en stock i förgrunden, som går diagonalt över bildytan, sitter en pojke betraktande en tvåmastad barkbåt, som manövreras av en annan, på stocken liggande pojke. På den solbelysta, vindstilla fjärden ligga i bakgrunden några segelskutor och ångbåtar i lätt dis. Längst till vänster en ångsåg. Blå himmel med lätta moln. 90 x 108. Signerad A. Edelfelt 1884. Målad på Haiko i augusti–oktober 1884.","Edelfelt och hans danska konstnärsvän P.S. Krøyer sysselsatte sig båda vid den här tiden med motivet barn vid vattenbrynet. Kort före Edelfelt åkte för att fira sommaren i Haiko, där han målade ""Lekande pojkar på stocken"" och ""Lekande pojkar på stranden"", hade han tillbringat en tid i London tillsammans med Krøyer. Breven berättar inte om diskussion kring detta motiv, men det ter sig sannolikt att de två konstnärerna har samtalat om motivet. Både Edelfelt och Krøyer sände sina ""Lekande pojkar på stranden"" till Stockholm, där det var meningen att de skulle ställas ut vårvintern 1885, men utställningen blev inte av. För Edelfelt blev verket ""Lekande pojkar på stranden"" både i Stockholm och Paris en källa till missnöje med det egna skapandet. ""Lekande pojkar på stocken"" verkar han ha varit mera tillfreds med.","","","11250;11365;11366;11390;11398;11417;11492;11493;11639;11333;11636;11635;11211",""
"420","321","Interiör från Arbetshemmet för gossar i Helsingfors","","","Interiör från en skräddarverkstad med sju gossar, som sitter och arbetar kring ett långt bord. Färg i grått och brunt. Starkt solsken från ett fönster i bakgrunden. 43 x 54. Signerad Edelfelt 85. Målad i Helsingfors i början av 1885.I Ateneum en kompositionsstudie, kolteckning med tre figurer, reproducerad i Berta Edelfelts ""Liv och Arbete"", vid sidan 56.","","","","11263;11339;11457;11471;11472;11480;11490;11491;11496;11334;11596","11408"
"421","","","","Skisser","","Utställda på Galerie Georges Petit våren 1885.","","","11263",""
"422","325","Porträtt av en ung man","","","Oljemålning, exponerad på fjärde utställningen av ""Société Internationale de peintres et sculpteurs"" i Galerie Georges Petit, Paris maj 1885 (Finland 28. V. 1885).","","","","11339;11457;11471;11472;11480;11490;11491;11496","11286;11263;11408"
"423","326","Parisiska","","","Framför en ljus avdelningsskärm sitter en ung brunett i en åtsittande, brun klänning med vid kjol och några gula brlommor vid axeln. I vänstra handen en bukett vita och gula vårblomster. Halvfigur i hitvänd profil åt vänster. På ett bord till vänster en bukig, blå vas med en bukett i vitt, gult och skärt. Pastell på papper, uppfodrat på duk. 66,5 x 54. Signerad Edelfelt 85. Målad i Paris våren 1885. Samma modell i katalog nummer 348.","Edelfelt ställde ut ""Parisiska"" (H326) på Galerie Georges Petit i Paris i maj 1885, men han var inte nöjd med helheltsintrycket av sin utställning.Boussod, som hade köpt Goupils konsthandel i Paris, gjorde i november 1885 en beställning. Som modell önskade han sig samma unga kvinna som suttit modell för Edelfelts verk ""Parisiska"". Den unga kvinnan var bokförare i en pappershandel. Då Edelfelt sökte henne, fick han veta att hon hade dött i lunginflammation, bara 21 år gammal. Det är oklart om Boussods beställning resulterade i något konstverk.Modellen för ""Parisiska"" kan således inte ha stått modell för pastellen ""Parisisk modell"" (H348) som Neovius beställde, men det är möjligt att Edelfelt målade henne på basis av verket ""Parisiska"".","","","11339;11457;11471;11472;11480;11490;11491;11496","11286;11737;11738;11263;11408"
"424","327","Parisiska i hatt","","","Bröstbild av en ung parisiska med gulbrun vårdräkt med åtsittande, svart krage garnerad med smal vit spets. Brunt hår och mörkbruna ögon. På huvudet en gråbrun hatt med vitt band och blommor framtill. Hatten och övre delen av ansiktet täckta av ett tunt flor i grålila. Figuren är sedd snett från ryggen, huvudet i hitvänd profil åt vänster. Mörkgrön fond med svarta skiftningar. Pastell på papper. Dagmått: 48 x 41. Målad i Paris, sannolikt 1885 (samma modell som katalog nummer 349).","","","","","11286;11408"
"425","","","","Teckningar","","Teckningar av Axel Gallén, utförda i Paris efter Galléns ankomst i april 1885.","","","11312",""
"426","","","","Porträtt av Paul Demidoff-San Donato","","","","","11339;11345;11345;11468;11407;11432",""
"427","328","Porträtt av Louis Pasteur","","","Laboratorieinteriör från Pasteur-Institutet i Paris. Lutad mot ett bord med flaskor och andra laboratorieföremål står Pasteur iakttagande ett stycke hundryggmärg i en glasflaska, som han håller i högra handen. I vänstra handen en anteckningsbok. Knäfigur i fas åt höger, lätt böjd ställning. Starkt dagsljus från ett fönster till höger. Vid ett fönster längst i bakgrunden ett bord med flaskor. Kolorit i gråbrunt, rödbrunt, pärlgrått. 158 x 130. Signerad A. Edelfelt 1885. Målat i Pasteur-institutet i Paris i maj–juni 1885.Talrika tecknade förstudier och utkast i Ateneum.","Porträttet kom till på Edelfelts eget initiativ. Edelfelt kände sedan tidigare Louis Pasteurs son Jean Baptiste Pasteur och kontakten knöts via honom. Edelfelt var imponerad av Pasteurs forskning och utarbetade porträttet i samråd med Pasteur. Edelfelt hade planerat att skänka porträttet åt Pasteur. Medan Edelfelt höll på med arbetet beställde den danska ölbryggaren Jacobsen ett porträtt av Pasteur, som skulle utföras av den franska konstnären Léon Bonnat, som var äldre än Edelfelt och en erkänd porträttkonstnär. De båda porträtten ställdes ut på Salongen i Paris i maj 1885 och kritikernas och publikens jämförelse mellan porträtten utföll till Edelfelts fördel. Franska staten köpte porträttet och Edelfelt utförde 1886–1887 en replik (H412) tillsammans med Helene Schjerfbeck. Edelfelt skänkte repliken åt Pasteur.","","","11340;11341;11342;11343;11344;11361;11382;11383;11384;11385;11433;11434;11435;11439;11441;11459;11460;11474;11475;11482;11483;11485;11486;11487;11488;11495;11505;11510;11522;11523;11544;11545;11546;11552;11557;11570;11585;11592;11593;11594;11597;11602;11629;11630;11637;11640;11641;11661;11670;11682;11683;11684;11686;11687;11688;11689;11700;11777;11778;11793;11794;11795;11796;11857;11931;12214;12382;12402;12403;12405;12424;12477;12501;12528;12529;12530;12531;12532;12533;12536;12537;12538;12539;12540;12540;12541;12543;12551;12550;12552;12556;12557;12559;12560;12561;12562;12564;12573;12574;12574;12575;12576;12577;12578;12579;12580;12581;12590;12592;12603;12619;12619;12632;12665;12688;12689;12788;12826;12827;12832;12904;12905;12922;12923;12960;12991;12992;13018;13021;13034;13035;13036;13037;13058;13057;13116;13117;13124;13208;13275;13418;13428;13432;13556;13557;13607;13708;13727;13758;13764;13917;14006;14007;14008;14009;14122;14254;14381;14386;14476;14597;15081;11601;11616;11671",""
"428","","","","Teckning från Arbetshemmet för gossar i Helsingfors","","","","","11334;11367",""
"429","284","Porträtt av Fröken Berta Edelfelt (1869-1934)","","","På verandan utanför villan på Haiko sitter en ung, blåögd flicka i blå klänning med bred, vit spetskrage och röd filthatt med breda brätten. Bröstbild i helfas. Högra armen vilar på verandaräcket . I fonden en grå bergssluttning, och en ljusgrön, i grått skiftandelövskog. Figuren och landskapet i fullt solsken. Dagmått: 58 x 44. Signerad A. Edelfelt 1884. Målat på Haiko i slutet av juli och början av augusti 1884.","Edelfelt målade flera porträtt och gjorde skisser av sina systrar. Porträtten  av Berta Edelfelt i röd hatt är från sommaren 1883 (Hintze 240) respektive 1884 (Hintze 284). Det senare porträttet på vilket Berta har en stor vit krage förefaller vara en vidareutveckling av porträttet i pastell  från 1883. ","","","11365;11366;11390;11391;11493;11191;11211",""
"430","286","Höslåtter","","","Solbelyst äng med en flicka och en pojke som räfsa hö. Flickan i förgrunden har en vit huvudduk; pojken, som står längre i fonden, har mörka kläder och vit mössa. I bakgrunden en dunge med lövträd. 59 x 39,5. Signerad A. Edelfelt 1884. MÅlad på Haiko i juli–augusti 1884.Studier till figurerna i skissboken A II 1517:57 i Ateneum.","","","","11457;11471;11472;11480;11490;11491;11496;11191;11211","11263;11408"
"431","","","","Croquiser till porträttet av Louis Pasteur","","","","","11474",""
"432","332","Porträtt av Markisinnan Émile de Chambure","","","Pastell, målad efter foto i Paris förra hälften av juni 1885.","Edelfelt var själv missnöjd med porträttet som han målade efter markisinnans död. Att måla ett bra porträtt av en person han aldrig träffat, menade han att var omöjligt. Markis Émile de Chambure var nöjd med porträttet av hans avlidna fru.","Pastell","","11506;11425;11583;11595;11652;11558;11601",""
"433","347","Porträtt av M:me de Saussine","","","En gammal dam med spetsmössa och skruvlockar sitter i en vinterträdgård. Bröstbild i helfas. Målat i Paris i slutet av juni och och början av juli 1885 samt fullbordat i december samma år.I Ateneum en minutiös studie i blyerts, A II 1321 (49 x 31,5).","Émile de Chambure som beställt porträttet av sin svärmor, betalade 2500 franc. Han tyckte att Edelfelt begärde för litet betalt då han begärde 2000 franc. Edelfelt ställde ut porträttet på Galerie Georges Petit i Paris 1886 och på världsutställningen i Paris 1889.","Olja","Femte utst. av »Société Internationale de peintres et sculpteurs» i Galerie Georges Petit, Paris juni 1886; Världsutst. i Paris 1889.","11507;11592;11598;11638;11647;11648;11654;11662;11686;11687;11690;11701;11702;11734;11782;11788;11825;11847;11856;11907;11930;11942;11948;12021;12704;12728;14597;15081;11601;11632;16021",""
"434","308","Porträtt av Kommerserådinnan Anna Sinebrychoff (1832-1904)","","","Interiör med palmer och andra bladväxter. En äldre dam i svart sidenklänning och spetsmössa sitter med ett rött sidenbroderi i famnen. Till höger står en sybåge med rött tyg, från vilken hon tager en trådhärva. Knäfigur i fas åt höger. Genom ett fönster i bakgrunden faller ljus in i rummet; till höger en halvöppen dörr. 128,5 x 104. Signerad A. Edelfelt 1884. Målat i Helsingfors i november 1884 på beställning av modellen för med.dr F. Wahlbergs räkning.","Edelfelt målade fyra porträtt av Anna Sinebrychoff. Det första (H308) 1884 för kommerserådinnans dotter Maria Sinebrychoff med make C. F. von Wahlberg; det andra (H317) nästan samtidigt för dottern Anna Sinebrychoff med make Emil Kjöllerfeldt; det tredje (H633) 1892 för sonen Paul Sinebrychoff och det fjärde (H634) nästan samtidigt för sonen Nicolai Sinebrychoff.","Ateneum","","11593",""
"435","","","","Porträtt av Madame Appert","","","","","11599",""
